,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,,Province,,Municipality,,Barangay,,Project Name,6583,Committed,,,Downloaded,,,Utilized,,,Percentages,,,,,Dates,,,,,Duration of SP Construction (Calendar Days),No. of Direct HH Beneficiaries,Remarks,5470,Cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,,Province,,Municipality,,Barangay,,Project Name,# of Brgys.,Estimated Total Cost (P) 2nd MIBF,KALAHI GRANT,Community & LGU Counterpart Commitments (LCC),Grant Funds Released ,Tranches,LCC Delivered,Total Utilized,Grant Funds Utilized,LCC Utilized,% Utilized from Grant released* ,% LCC utilized over delivered,% LCC delivered over committed,% Financial Accomplishment (Grant + LCC),% Physical Progress as of June 2010,1st MIBF / MIBF-PDPRA Date,2nd MIBF / MIBF-EC Date,Start Date (SPI),Completion Date,Inauguration Date,Duration of SP Construction (Calendar Days),No. of Direct HH Beneficiaries,Remarks,# of SPs,Cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,14,Abra,1401,Danglas,140106,Cabaruan,140106003,Const. of Water System,1,1629560,1077232.63,552327.37,1033129.48,,240108.56,1273238.04,1033129.48,240108.56,1,1,.4347214587609519,.7813385453742114,1,08apr2008,n/a,26jan2009,05dec2009,n/a,313,106,,1,LUZON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,14,Abra,1401,Danglas,140106,Caupasan,140106004,Concreting of Caupasan Proper to Sitio Payong FMR,1,592300,336079.88,256220.12,302582.99,,201348.13,503931.12,302582.99,201348.13,1,1,.7858404328278358,.8508038494006416,1,17mar2009,no data,18may2009,05dec2009,n/a,201,231,,1,LUZON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,14,Abra,1401,Danglas,140106,Danglas - C2,140106005 ,Const. of Water System,2,1231665,857396.34,374268.66,804634.0800000001,,274418.42,1079052.5,804634.08,274418.42,.9999999999999999,1,.7332123934715773,.8760925251590327,1,08apr2008,n/a,22oct2008,04mar2009,no data,133,169,,1,LUZON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,14,Abra,1401,Danglas,140106,Abaquid - C2,140106001 ,Const. of Water System,2,1231665,857396.34,374268.66,804634.0800000001,,274418.42,1079052.5,804634.08,274418.42,.9999999999999999,1,.7332123934715773,.8760925251590327,1,08apr2008,n/a,22oct2008,04mar2009,no data,133,169,,1,LUZON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,14,Abra,1401,Danglas,140106,Nagaparan,140106006 ,Const. of Water System,1,331840,218133.29,113706.71,218133.29,,126022.97,344156.26,218133.29,126022.97,1,1,1.108316035175057,1.037115055448409,1,08apr2008,n/a,06aug2008,30nov2008,no data,116,160,,1,LUZON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,14,Abra,1401,Danglas,140106,Padangitan,140106007 ,"Construction of  Sitio Dalaguisen, Padangitan Flood Control",1,1666200,932543,733657,839288.7000000001,,567750.87,1407039.57,839288.7,567750.87,.9999999999999999,1,.7738641763112735,.8444601908534388,1,17mar2009,no data,11jun2009,05dec2009,n/a,177,65,,1,LUZON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,14,Abra,1401,Danglas,140106,Pangal,140106008 ,Construction of Pangal Footbridge,1,1217900,831377.12,386522.88,749329.84,,304565.97,1053895.81,749329.84,304565.97,1,1,.7879636258531447,.8653385417521965,1,17mar2009,no data,16may2009,completed as built,n/a,,161,completed as built,1,LUZON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
